v6,v7,v557,v570,v571,v572,v573,v574,v575,v576,v577,v578,v579,v580,v581,v582,v583,v592,v595,v605,v607,v624
14,DE-E,10,1,0,1,0,0,1,1,0,1,0,1,1,0,0,25,42,0,0,3
14,DE-E,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,21,22,0,0,3
14,DE-E,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,22,0,0,2
14,DE-E,7,2,0,0,0,0,0,1,0,1,0,0,0,0,0,17,22,0,0,2
14,DE-E,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,20,0,0,3
14,DE-E,7,1,0,1,0,0,0,1,0,1,1,1,1,0,0,28,29,0,0,2
14,DE-E,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,98,22,0,0,7
14,DE-E,9,2,1,1,0,0,0,0,0,0,0,1,1,0,0,98,21,0,0,7
14,DE-E,10,3,0,1,0,0,0,0,0,1,1,1,1,0,0,98,32,0,0,3
14,DE-E,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,19,24,2,0,2
14,DE-E,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,17,28,1,0,3
14,DE-E,8,1,0,1,0,0,0,1,0,0,1,0,1,0,0,22,42,0,0,2
14,DE-E,10,1,1,0,0,0,1,0,0,0,0,1,1,0,0,18,55,0,0,2
14,DE-E,6,1,0,0,0,0,1,0,0,1,0,1,1,0,0,14,84,0,0,3
14,DE-E,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,98,22,0,0,2
14,DE-E,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,98,22,0,0,2
14,DE-E,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,15,74,0,0,3
14,DE-E,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,17,21,0,0,2
14,DE-E,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,17,25,0,0,3
14,DE-E,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,17,27,0,0,2
14,DE-E,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,15,77,0,0,3
14,DE-E,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,17,56,0,0,3
14,DE-E,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,17,38,1,0,2
14,DE-E,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,19,0,0,2
14,DE-E,6,2,0,0,0,0,1,0,0,1,0,1,0,0,0,17,46,0,0,3
14,DE-E,8,3,0,0,0,0,0,0,0,1,0,1,1,0,0,14,74,0,0,3
14,DE-E,8,1,0,1,0,0,0,0,0,1,0,1,1,0,0,16,49,0,0,2
14,DE-E,10,2,0,0,0,0,0,0,0,0,0,1,1,0,0,17,27,2,0,1
14,DE-E,8,3,0,1,0,0,0,0,0,0,0,0,1,0,0,16,31,1,0,2
14,DE-E,10,2,0,1,0,0,1,0,0,1,0,1,1,0,0,17,28,1,0,2
14,DE-E,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,15,60,0,1,1
14,DE-E,10,3,0,1,0,0,0,0,0,1,1,1,1,0,0,18,32,2,0,2
14,DE-E,7,2,0,1,0,0,0,0,0,1,0,1,1,0,0,14,67,0,0,1
14,DE-E,6,2,1,0,0,0,0,0,0,0,0,1,1,0,0,23,59,0,0,3
14,DE-E,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,24,35,0,0,2
14,DE-E,7,1,1,1,0,0,1,1,0,1,0,1,1,0,0,24,60,0,0,3
14,DE-E,6,1,0,0,1,0,1,1,0,1,0,1,1,0,0,24,40,2,0,3
14,DE-E,10,1,0,1,0,0,1,1,0,1,1,1,1,0,0,28,53,0,0,3
14,DE-E,3,1,0,0,0,0,0,0,0,1,1,1,1,0,0,30,41,0,1,3
14,DE-E,6,1,0,0,0,0,0,0,1,0,0,1,1,0,0,14,63,0,0,2
14,DE-E,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,14,67,0,0,3
14,DE-E,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,16,23,0,0,2
14,DE-E,5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,17,25,0,0,2
14,DE-E,6,1,0,1,0,0,1,0,0,1,0,1,1,0,0,17,46,0,0,2
14,DE-E,6,1,0,0,0,0,0,1,0,1,0,1,1,0,0,19,47,0,0,2
14,DE-E,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,24,76,0,0,3
14,DE-E,4,1,0,1,0,0,0,1,0,1,0,0,1,0,0,19,63,0,0,2
14,DE-E,6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,18,49,0,0,2
14,DE-E,8,3,0,0,0,0,1,0,0,1,1,1,1,0,0,19,53,0,0,7
14,DE-E,9,2,0,1,0,0,0,0,0,1,1,1,1,0,0,20,75,0,0,7
14,DE-E,10,3,0,1,0,0,1,0,0,1,0,1,0,0,0,16,52,0,0,7
14,DE-E,10,1,1,0,1,0,0,1,0,1,0,0,1,0,0,17,30,0,0,1
14,DE-E,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,19,29,0,0,2
14,DE-E,8,3,0,1,0,0,0,0,0,1,0,1,1,0,0,14,72,0,0,3
14,DE-E,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,19,52,0,0,2
14,DE-E,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,91,0,0,3
14,DE-E,8,2,0,1,0,0,0,0,0,0,0,1,1,0,0,17,37,0,0,3
14,DE-E,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,17,35,1,1,3
14,DE-E,10,1,0,0,0,0,1,0,0,1,0,1,0,0,0,16,28,1,0,3
14,DE-E,10,2,0,0,0,0,0,0,0,1,0,1,0,0,0,17,25,0,0,2
14,DE-E,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,19,31,0,0,3
14,DE-E,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,22,59,0,0,3
14,DE-E,6,1,0,0,0,0,0,0,0,1,0,1,1,0,0,14,76,0,0,3
14,DE-E,6,1,0,0,0,0,0,0,0,1,0,1,1,0,0,14,61,0,0,3
14,DE-E,7,1,0,0,0,0,0,0,0,1,0,1,1,0,0,15,34,0,0,3
14,DE-E,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,21,25,0,0,3
14,DE-E,7,3,0,0,0,0,1,0,0,1,0,1,1,0,0,22,78,0,0,3
14,DE-E,7,3,0,0,0,0,1,0,0,1,0,1,1,0,0,18,80,0,0,3
14,DE-E,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,16,62,0,0,3
14,DE-E,5,1,0,1,0,0,0,0,0,1,1,1,1,0,0,98,16,0,0,3
14,DE-E,7,1,0,1,0,0,1,0,0,0,0,1,0,0,0,98,22,0,1,3
14,DE-E,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,15,30,1,2,2
14,DE-E,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,50,0,0,3
14,DE-E,5,1,1,0,0,0,1,0,0,1,0,1,1,0,0,17,38,2,0,3
14,DE-E,8,3,0,0,0,0,0,0,0,1,0,0,1,0,0,16,43,1,1,2
14,DE-E,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,40,0,0,2
14,DE-E,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,16,31,1,0,3
14,DE-E,7,1,0,1,0,1,0,1,0,0,0,0,0,0,0,22,45,0,0,3
14,DE-E,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,15,0,0,3
14,DE-E,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,17,49,0,0,3
14,DE-E,7,1,1,1,0,0,1,0,0,1,0,1,1,0,0,16,42,1,0,3
14,DE-E,8,1,0,1,0,0,0,0,0,1,0,1,1,0,0,20,49,0,0,3
14,DE-E,8,1,1,1,1,0,1,0,0,1,0,1,1,0,0,24,66,0,0,3
14,DE-E,10,1,1,1,0,0,1,0,0,1,0,1,1,0,0,18,57,0,0,3
14,DE-E,5,1,0,1,1,0,1,1,1,0,0,1,0,0,0,16,43,1,0,3
14,DE-E,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,23,42,0,1,3
14,DE-E,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,16,66,0,0,3
14,DE-E,10,1,0,1,0,0,1,0,0,0,0,1,0,0,0,14,69,0,0,3
14,DE-E,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,23,53,0,0,3
14,DE-E,6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,17,27,0,0,2
14,DE-E,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,33,0,0,3
14,DE-E,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,79,0,0,3
14,DE-E,8,2,1,0,1,0,1,0,0,1,0,1,1,0,0,17,56,0,0,3
14,DE-E,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,55,0,0,3
14,DE-E,7,3,0,0,0,0,1,1,0,0,0,1,0,0,0,14,67,0,0,3
14,DE-E,10,1,1,1,1,0,1,0,0,1,0,1,1,0,0,22,53,0,0,3
14,DE-E,5,1,1,0,0,0,1,0,0,1,0,1,0,0,0,18,68,0,0,3
14,DE-E,10,1,1,1,1,0,0,0,0,1,1,1,1,0,0,14,72,0,0,3
14,DE-E,4,1,0,0,0,0,0,0,0,1,0,1,1,0,0,22,82,0,0,3
14,DE-E,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,16,40,0,0,2
14,DE-E,3,1,1,0,0,0,1,0,0,1,0,1,0,0,0,26,32,1,0,3
14,DE-E,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,24,80,0,0,3
14,DE-E,8,1,0,1,0,0,1,0,0,0,0,1,0,0,0,14,71,0,0,2
14,DE-E,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,14,77,0,0,3
14,DE-E,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,80,0,0,3
14,DE-E,10,1,0,0,0,0,0,1,0,0,0,1,1,0,0,20,70,0,0,3
14,DE-E,8,1,1,0,0,0,1,0,0,1,0,1,1,0,0,16,46,0,0,2
14,DE-E,8,1,0,0,0,0,1,1,0,1,0,1,1,0,0,15,82,0,0,3
14,DE-E,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,16,41,0,0,7
14,DE-E,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,17,26,0,0,7
14,DE-E,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,28,0,0,7
14,DE-E,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,28,0,0,7
14,DE-E,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,98,15,1,0,3
14,DE-E,7,2,0,0,0,0,0,0,0,1,0,1,1,0,0,16,46,2,0,3
14,DE-E,10,3,0,0,0,0,1,0,0,1,0,1,0,0,0,16,24,0,0,3
14,DE-E,6,1,0,1,1,0,1,1,0,1,1,1,1,0,0,31,69,0,0,3
14,DE-E,4,1,0,0,0,0,0,0,0,1,0,1,1,0,0,16,59,0,0,3
14,DE-E,7,1,1,0,1,0,1,0,0,1,0,1,1,0,0,16,31,0,0,3
14,DE-E,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,15,0,0,7
14,DE-E,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,23,0,0,2
14,DE-E,8,3,0,0,0,0,0,0,0,0,0,1,1,0,0,98,21,0,0,2
14,DE-E,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,17,48,1,0,2
14,DE-E,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,25,26,0,0,3
14,DE-E,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,23,1,0,2
14,DE-E,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,21,0,0,3
14,DE-E,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,22,0,0,2
14,DE-E,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,40,0,0,3
14,DE-E,6,2,0,1,0,0,0,1,0,0,0,0,1,0,0,98,25,0,0,2
14,DE-E,10,2,0,0,0,0,0,0,0,1,0,1,1,0,0,17,56,0,0,3
14,DE-E,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,98,21,0,0,3
14,DE-E,7,2,0,0,0,0,0,0,0,0,1,1,1,0,0,98,22,0,0,3
14,DE-E,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,18,25,0,0,2
14,DE-E,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,16,25,0,0,2
14,DE-E,7,1,0,1,0,0,1,0,0,0,0,1,0,0,0,20,24,0,0,2
14,DE-E,4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,19,75,0,0,3
14,DE-E,8,1,1,1,0,0,1,0,0,1,1,1,1,0,0,16,57,0,0,3
14,DE-E,7,1,0,1,0,0,0,0,0,1,0,1,0,0,0,14,73,0,0,3
14,DE-E,7,2,0,1,0,0,1,0,0,1,1,1,1,0,0,14,62,0,0,3
14,DE-E,8,1,0,1,0,0,0,0,0,1,0,1,1,0,0,16,26,0,0,2
14,DE-E,9,1,1,0,0,0,0,0,0,1,0,1,1,0,0,16,22,0,0,2
14,DE-E,10,1,1,0,1,0,0,0,1,1,0,1,1,0,0,16,44,0,1,3
14,DE-E,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,14,69,0,0,3
14,DE-E,7,2,0,0,1,0,0,0,0,1,0,0,1,0,0,16,72,0,0,3
14,DE-E,7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,16,54,0,0,2
14,DE-E,6,2,0,0,0,0,0,0,0,1,1,1,1,0,0,25,58,0,0,3
14,DE-E,3,1,0,1,0,0,1,0,1,1,1,1,1,0,0,28,67,0,0,3
14,DE-E,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,17,34,0,0,1
14,DE-E,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,21,34,1,0,3
14,DE-E,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,23,79,0,0,3
14,DE-E,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,20,51,0,0,3
14,DE-E,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0,19,63,0,0,3
14,DE-E,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,25,0,0,2
14,DE-E,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,19,56,0,0,3
14,DE-E,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,17,34,0,0,3
14,DE-E,7,1,0,1,0,0,0,0,0,0,0,1,1,0,0,98,27,0,0,2
14,DE-E,6,2,0,0,0,0,0,0,0,0,0,1,1,0,0,14,71,0,0,3
14,DE-E,10,1,0,1,0,0,1,0,0,0,0,1,1,0,0,28,43,0,0,3
14,DE-E,10,1,0,0,0,0,1,0,0,1,0,1,0,0,0,20,23,1,0,3
14,DE-E,7,1,0,0,0,0,0,0,0,1,1,1,1,0,0,18,29,0,0,1
14,DE-E,5,3,0,0,0,0,1,0,0,0,1,1,1,0,0,17,60,0,0,3
14,DE-E,5,1,1,1,0,0,1,0,0,0,1,1,1,0,0,17,59,0,0,3
14,DE-E,6,2,0,0,0,0,0,0,0,1,0,1,1,0,0,19,30,2,0,3
14,DE-E,5,2,1,0,0,0,0,0,0,1,0,1,1,0,0,17,69,0,0,3
14,DE-E,5,1,1,1,0,0,1,0,0,1,0,1,1,0,0,17,47,0,0,3
14,DE-E,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,16,70,0,0,3
14,DE-E,5,1,1,1,1,0,1,0,0,0,0,1,1,0,0,16,56,2,0,3
14,DE-E,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,68,0,0,3
14,DE-E,7,2,0,0,0,0,0,0,0,1,0,1,1,0,0,18,78,0,0,3
14,DE-E,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,45,0,0,2
14,DE-E,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,15,37,0,0,1
14,DE-E,10,1,0,1,0,0,1,0,0,0,0,1,1,0,0,22,47,1,0,3
14,DE-E,8,1,0,1,0,0,0,0,0,1,1,1,1,0,0,98,15,0,0,3
14,DE-E,5,1,0,1,0,0,0,1,0,1,0,1,1,0,0,24,57,0,0,3
14,DE-E,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,15,90,0,0,2
14,DE-E,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,16,56,0,0,3
14,DE-E,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,14,89,0,0,3
14,DE-E,9,3,1,0,0,1,1,0,0,1,1,1,1,0,0,20,42,2,0,3
14,DE-E,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,17,54,0,0,3
14,DE-E,10,1,0,1,1,0,0,0,0,1,1,1,1,0,0,22,51,1,0,2
14,DE-E,8,1,0,0,0,0,1,0,1,1,1,1,1,0,0,21,44,0,0,3
14,DE-E,7,2,0,0,0,0,0,0,0,1,1,1,1,0,0,18,51,0,0,3
14,DE-E,8,1,0,0,0,0,0,0,0,1,1,1,1,0,0,16,69,0,0,3
14,DE-E,5,1,0,0,0,0,0,0,0,1,1,1,1,0,0,24,61,0,0,3
14,DE-E,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,14,77,0,0,3
14,DE-E,10,1,0,0,0,0,0,0,0,1,1,1,1,0,0,14,76,0,0,3
14,DE-E,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,16,18,0,0,3
14,DE-E,8,3,0,1,0,0,0,0,0,0,1,0,0,0,0,17,20,2,0,2
14,DE-E,10,2,0,1,0,0,1,0,0,1,1,0,0,0,0,16,48,0,0,2
14,DE-E,9,1,0,0,0,0,1,0,0,1,0,1,1,0,0,16,23,0,0,3
14,DE-E,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,34,2,0,2
14,DE-E,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,14,60,0,0,3
14,DE-E,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23,54,0,0,3
14,DE-E,8,1,0,0,1,0,0,1,0,1,0,1,1,0,0,23,55,0,0,3
14,DE-E,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,17,59,0,0,3
14,DE-E,6,1,0,0,0,0,1,0,0,0,0,1,1,0,0,26,55,0,0,3
14,DE-E,4,2,0,1,0,0,0,0,0,1,0,1,0,0,0,18,67,0,0,3
14,DE-E,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,16,66,0,0,3
14,DE-E,5,1,0,1,1,0,1,0,0,0,0,1,0,0,0,36,61,0,0,3
14,DE-E,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,17,22,1,0,3
14,DE-E,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,17,28,0,0,3
14,DE-E,6,1,0,0,1,0,1,0,0,0,0,1,1,0,0,98,24,0,0,3
14,DE-E,7,1,0,1,1,0,0,0,0,0,0,1,1,0,0,98,29,0,0,3
14,DE-E,10,1,0,1,0,0,1,1,0,1,0,1,1,0,0,18,38,2,0,3
14,DE-E,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,56,0,0,3
14,DE-E,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,59,0,0,3
14,DE-E,8,3,0,1,0,0,1,0,0,0,0,0,1,0,0,24,67,0,0,3
14,DE-E,8,1,0,1,0,0,1,0,0,1,0,1,1,0,0,28,29,0,0,1
14,DE-E,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,18,72,0,0,3
14,DE-E,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,64,0,0,3
14,DE-E,5,1,0,0,1,0,1,0,0,1,1,0,1,0,0,16,47,0,0,3
14,DE-E,10,1,1,1,0,0,0,0,0,1,1,1,1,0,0,19,60,0,0,3
14,DE-E,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,2
14,DE-E,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19,40,0,0,3
14,DE-E,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,98,24,0,0,3
14,DE-E,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16,27,1,0,3
14,DE-E,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18,69,0,0,3
14,DE-E,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17,40,0,0,3
14,DE-E,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,28,43,2,0,1
14,DE-E,5,1,1,0,0,0,1,0,0,1,1,1,1,0,0,16,64,0,0,3
14,DE-E,5,1,0,0,1,1,0,0,0,0,1,1,0,0,0,23,71,0,0,3
14,DE-E,7,1,1,0,1,0,1,1,0,1,1,1,1,0,0,15,76,0,0,3
14,DE-E,6,1,1,1,1,0,1,0,0,1,0,1,1,0,0,17,42,0,1,3
14,DE-E,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,22,0,0,3
14,DE-E,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,14,78,0,0,3
14,DE-E,8,3,0,0,0,0,0,0,0,1,0,1,1,0,0,14,77,0,0,3
14,DE-E,10,3,0,0,0,0,0,0,0,1,0,0,1,0,0,14,78,0,0,3
14,DE-E,5,1,1,0,0,0,1,0,0,1,1,1,1,0,0,18,47,0,0,3
14,DE-E,10,1,1,0,0,0,0,0,0,0,1,1,1,0,0,18,22,1,0,3
14,DE-E,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,18,58,0,0,2
14,DE-E,5,1,0,0,0,0,0,0,0,1,0,1,1,0,0,23,49,0,0,3
14,DE-E,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,14,77,0,0,2
14,DE-E,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,75,0,0,3
14,DE-E,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,24,30,0,0,2
14,DE-E,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,15,57,0,0,2
14,DE-E,7,1,0,0,0,0,1,1,0,0,0,1,0,0,0,20,52,0,0,3
14,DE-E,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,61,0,0,2
14,DE-E,7,1,0,0,1,0,0,1,0,1,0,0,0,0,0,16,57,0,0,3
14,DE-E,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,16,48,0,0,2
14,DE-E,10,1,0,0,0,0,1,0,0,1,0,1,1,0,0,16,57,0,0,3
14,DE-E,8,1,0,1,1,0,0,0,0,1,0,1,1,0,0,23,52,0,0,3
14,DE-E,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,16,56,0,0,2
14,DE-E,6,1,0,1,0,0,1,0,0,0,0,1,1,0,0,16,45,1,2,2
14,DE-E,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,17,46,0,0,3
14,DE-E,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,16,43,0,0,3
14,DE-E,6,1,0,0,1,0,1,1,1,1,0,1,1,0,0,16,53,0,0,3
14,DE-E,7,3,0,0,0,0,0,0,0,1,0,1,1,0,0,15,77,0,0,3
14,DE-E,5,1,1,0,0,0,1,0,1,1,0,1,1,0,0,16,39,1,0,3
14,DE-E,6,3,0,0,0,0,0,0,0,1,0,0,1,0,0,15,81,0,0,7
14,DE-E,10,1,0,1,0,0,1,0,0,1,0,1,1,0,0,34,50,0,0,3
14,DE-E,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,27,1,0,3
14,DE-E,4,1,0,0,0,0,0,0,0,1,0,1,1,0,0,22,51,0,0,3
14,DE-E,5,2,0,1,0,0,0,0,0,0,0,1,1,0,0,16,30,1,0,2
14,DE-E,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,20,0,0,3
14,DE-E,3,2,1,0,0,0,0,0,0,1,0,1,1,0,0,17,46,0,0,3
14,DE-E,10,1,0,1,0,0,1,0,0,1,0,1,1,0,0,15,30,1,0,1
14,DE-E,5,2,0,1,0,0,0,0,0,1,0,0,1,0,0,17,33,2,1,3
14,DE-E,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,16,43,0,0,3
14,DE-E,8,3,0,0,0,0,0,0,0,0,1,1,1,0,0,16,33,0,0,1
14,DE-E,8,1,0,1,0,0,1,1,0,0,0,1,0,0,0,15,27,1,0,2
14,DE-E,5,1,0,1,0,0,0,1,0,1,1,1,1,0,0,18,54,0,0,3
14,DE-E,10,1,0,1,0,0,1,0,0,1,1,1,0,0,0,16,32,2,0,3
14,DE-E,6,2,0,0,0,0,0,0,0,1,1,1,1,0,0,16,48,0,0,3
14,DE-E,8,1,1,1,0,0,0,0,0,1,1,0,1,0,0,16,26,0,0,3
14,DE-E,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,20,44,0,0,2
14,DE-E,10,2,0,0,0,0,1,0,0,1,0,1,1,0,0,21,60,0,0,3
14,DE-E,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,19,42,1,1,3
14,DE-E,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,98,16,0,0,3
14,DE-E,10,1,0,1,0,0,1,0,0,1,0,1,1,0,0,16,48,0,1,3
14,DE-E,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,18,0,0,3
14,DE-E,10,1,0,0,0,0,0,1,0,0,0,1,1,0,0,19,31,0,0,3
14,DE-E,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,49,0,0,3
14,DE-E,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,18,53,0,0,3
14,DE-E,5,2,0,1,0,0,1,0,0,0,0,1,0,0,0,14,71,0,0,3
14,DE-E,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,98,19,0,0,3
14,DE-E,5,2,0,0,1,0,1,0,0,0,0,1,0,0,0,14,70,0,0,3
14,DE-E,5,1,1,1,0,0,1,0,0,1,1,1,1,0,0,18,24,0,0,3
14,DE-E,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,15,19,0,0,3
14,DE-E,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,63,0,0,3
14,DE-E,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14,59,0,0,3
14,DE-E,10,2,1,1,0,0,1,0,0,1,1,0,1,0,0,15,30,0,0,3
14,DE-E,7,1,0,1,0,0,0,0,0,1,1,1,1,0,0,16,24,0,1,2
14,DE-E,4,2,0,1,0,0,1,0,0,1,0,1,1,0,0,17,23,0,0,2
14,DE-E,10,1,0,1,0,0,1,0,0,1,0,1,0,0,0,98,30,0,0,3
14,DE-E,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,21,58,0,0,3
14,DE-E,3,1,1,0,0,0,1,1,0,1,0,1,1,0,0,32,38,2,0,3
14,DE-E,7,1,0,0,1,0,0,1,0,0,1,1,1,0,0,16,62,0,0,2
14,DE-E,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,14,53,0,0,2
14,DE-E,10,1,0,0,0,0,0,0,0,1,0,1,1,0,0,16,33,0,0,3
14,DE-E,9,1,0,1,0,0,1,0,0,1,1,1,1,0,0,98,19,0,0,3
14,DE-E,10,1,0,1,0,0,1,0,0,1,1,1,1,0,0,15,69,0,0,3
14,DE-E,8,1,1,0,0,0,1,0,0,1,1,1,1,0,0,16,50,0,0,3
14,DE-E,7,1,0,0,0,0,0,0,0,1,1,1,1,0,0,14,76,0,0,3
14,DE-E,6,2,0,1,0,0,0,0,0,1,1,1,1,0,0,16,44,1,0,3
14,DE-E,10,3,0,0,0,0,0,0,0,1,0,1,1,0,0,16,30,1,0,3
14,DE-E,10,1,0,0,0,0,0,0,0,1,0,1,1,0,0,18,62,0,0,3
14,DE-E,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,63,0,0,3
