country,isocntry,qa2,qa5,qa6_1,qa6_2,qa6_3,qa6_4,qa6_5,qa6_6,qa6_7,qa6_8,qa6_9,qa6_10,qa6_11,qa6_12,qa6_13,d8,d11,d40b,d40c,d60
20,CZ,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18,28,0,0,3
20,CZ,7,1,0,0,0,0,0,0,0,1,1,1,1,0,0,18,65,0,0,2
20,CZ,9,1,0,1,1,0,1,0,0,0,1,1,1,0,0,99,28,1,0,3
20,CZ,8,2,0,0,1,0,1,0,0,1,0,1,1,0,0,18,64,0,0,2
20,CZ,7,2,0,0,0,0,0,0,0,1,0,1,1,0,0,19,67,0,0,3
20,CZ,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,19,66,0,0,3
20,CZ,7,2,0,0,0,0,1,0,0,0,0,0,1,0,0,18,49,0,0,2
20,CZ,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,18,64,0,0,3
20,CZ,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,15,31,1,0,3
20,CZ,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,34,2,0,2
20,CZ,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,29,2,0,2
20,CZ,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,39,0,0,3
20,CZ,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,20,61,0,0,3
20,CZ,8,2,0,0,1,0,0,0,0,0,0,1,1,0,0,19,43,0,2,3
20,CZ,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,65,0,0,3
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,20,45,0,1,3
20,CZ,5,2,1,0,1,0,1,0,1,0,0,0,1,0,0,19,31,1,0,3
20,CZ,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,98,17,1,0,1
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,18,43,0,0,2
20,CZ,7,2,0,0,1,0,1,0,0,0,0,1,1,0,0,18,50,0,0,1
20,CZ,9,2,0,0,1,0,1,1,0,0,0,1,1,0,0,18,45,0,0,2
20,CZ,8,1,0,1,0,0,1,1,0,0,0,1,0,0,0,18,46,2,0,2
20,CZ,8,2,0,0,0,0,1,0,1,1,1,1,0,0,0,25,71,0,0,3
20,CZ,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,16,74,0,0,3
20,CZ,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,20,61,0,0,3
20,CZ,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18,67,0,0,3
20,CZ,8,3,0,0,0,0,1,0,0,1,0,1,1,0,0,22,47,0,2,3
20,CZ,8,1,1,0,0,0,0,0,0,1,1,0,1,0,0,19,50,0,0,3
20,CZ,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,17,56,0,0,1
20,CZ,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,19,64,0,0,3
20,CZ,8,1,0,0,0,0,0,0,0,1,1,0,1,0,0,18,57,0,0,3
20,CZ,10,1,0,1,1,0,1,0,0,1,0,1,0,0,0,18,28,1,0,1
20,CZ,5,1,0,0,1,0,1,1,0,1,0,1,1,0,0,18,66,0,0,3
20,CZ,8,1,0,0,1,0,1,0,0,0,0,1,0,0,0,19,26,1,0,3
20,CZ,8,2,0,1,0,0,0,0,0,1,0,0,1,0,0,18,27,1,0,1
20,CZ,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19,27,0,0,2
20,CZ,9,1,0,1,0,0,1,0,0,1,0,1,1,0,0,18,69,0,0,3
20,CZ,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,18,64,0,0,2
20,CZ,6,2,0,0,0,0,0,0,0,0,0,1,1,0,0,16,66,0,0,2
20,CZ,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,17,64,0,0,2
20,CZ,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,98,16,0,0,7
20,CZ,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,18,72,0,0,3
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,98,23,0,0,1
20,CZ,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,50,1,0,1
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,19,66,0,0,2
20,CZ,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,17,37,1,2,3
20,CZ,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,19,41,1,1,3
20,CZ,9,1,0,0,1,0,0,0,0,0,0,1,1,0,0,18,18,0,0,3
20,CZ,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,19,42,0,0,3
20,CZ,5,1,0,0,0,0,1,0,0,0,0,1,1,0,0,17,35,1,1,1
20,CZ,8,1,1,0,0,0,1,0,0,1,1,1,0,0,0,25,27,0,0,3
20,CZ,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,18,63,0,0,2
20,CZ,10,1,0,0,1,0,1,0,0,1,0,1,0,0,0,19,56,0,0,2
20,CZ,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,18,24,0,0,1
20,CZ,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,24,0,0,1
20,CZ,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18,69,0,0,1
20,CZ,10,1,0,0,1,0,1,0,0,0,0,1,0,0,0,18,69,0,0,2
20,CZ,10,1,0,1,0,0,1,0,0,0,0,1,1,0,0,18,45,0,0,3
20,CZ,7,1,0,1,1,0,1,0,0,0,0,1,0,0,0,17,36,2,0,3
20,CZ,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,23,68,0,0,3
20,CZ,8,1,0,0,1,0,1,0,0,1,0,1,1,0,0,24,30,0,0,3
20,CZ,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,23,25,0,1,2
20,CZ,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,16,49,0,0,2
20,CZ,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,49,0,0,1
20,CZ,10,2,0,0,0,1,0,0,1,0,0,1,1,0,0,17,67,0,0,2
20,CZ,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,51,0,0,2
20,CZ,10,1,0,1,1,0,0,0,0,1,0,1,1,0,0,19,46,0,0,2
20,CZ,7,2,1,0,1,0,0,0,0,0,1,1,1,0,0,24,54,0,0,3
20,CZ,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,16,63,0,0,3
20,CZ,8,2,0,0,0,0,1,0,0,1,0,1,0,0,0,19,67,0,0,2
20,CZ,6,2,0,0,0,0,1,0,0,0,0,1,1,0,0,19,40,0,0,3
20,CZ,5,2,0,0,1,0,1,0,0,0,0,1,0,0,0,19,37,0,0,3
20,CZ,10,1,0,0,1,0,0,0,1,0,0,1,1,0,0,18,42,0,0,3
20,CZ,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,16,0,0,2
20,CZ,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,22,0,0,1
20,CZ,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,27,0,0,2
20,CZ,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,15,24,3,0,2
20,CZ,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,18,71,0,0,3
20,CZ,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,15,73,0,0,2
20,CZ,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,15,70,0,0,2
20,CZ,7,1,0,1,1,0,1,0,0,1,1,1,1,0,0,18,46,1,1,2
20,CZ,7,1,0,1,0,0,1,0,0,1,1,1,1,0,0,17,32,0,0,2
20,CZ,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,19,36,2,0,1
20,CZ,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19,36,2,1,3
20,CZ,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,18,38,0,1,2
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,17,38,0,1,2
20,CZ,7,1,0,0,0,0,0,0,1,0,0,1,1,0,0,20,40,1,1,3
20,CZ,8,1,0,0,0,0,1,0,0,1,0,1,1,0,0,18,51,0,0,3
20,CZ,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,19,49,0,0,3
20,CZ,9,2,0,0,0,0,0,0,0,0,0,1,1,0,0,18,39,0,0,2
20,CZ,8,2,0,0,1,0,0,0,0,1,0,1,0,0,0,18,39,1,1,2
20,CZ,9,1,0,0,0,0,1,0,0,0,0,1,1,0,0,18,56,0,0,2
20,CZ,6,2,0,0,1,0,0,0,0,0,1,1,0,0,0,19,69,0,0,1
20,CZ,8,2,0,0,0,0,0,0,0,1,0,0,1,0,0,18,54,0,0,2
20,CZ,8,2,1,0,0,0,0,0,0,0,0,1,1,0,0,18,45,0,0,2
20,CZ,6,2,0,1,0,0,0,0,0,1,0,1,1,0,0,15,72,0,0,1
20,CZ,10,1,0,1,0,0,1,0,0,1,1,1,1,0,0,18,39,0,0,1
20,CZ,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,18,23,0,0,3
20,CZ,9,2,0,0,0,0,1,0,0,1,0,0,1,0,0,19,52,0,0,2
20,CZ,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,21,30,0,0,2
20,CZ,9,2,0,0,0,0,0,0,0,1,0,1,0,0,0,19,59,0,0,3
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,20,33,2,0,3
20,CZ,4,1,0,1,0,0,1,0,0,1,0,1,0,0,0,16,63,0,0,3
20,CZ,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,68,0,0,3
20,CZ,10,1,0,1,0,0,1,0,0,0,0,1,1,0,0,17,38,1,1,3
20,CZ,10,1,0,0,1,0,1,0,0,0,0,1,0,0,0,15,62,0,0,3
20,CZ,7,1,0,1,1,0,0,0,0,0,0,1,0,0,0,18,39,1,1,3
20,CZ,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,44,0,0,3
20,CZ,6,2,0,0,0,0,1,0,0,0,0,1,1,0,0,19,41,0,1,3
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,19,36,2,0,2
20,CZ,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,45,0,1,3
20,CZ,6,1,0,0,0,0,0,0,0,1,0,1,1,0,0,20,38,0,1,3
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,19,43,1,1,3
20,CZ,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,19,68,0,0,3
20,CZ,10,1,0,0,1,0,1,0,0,0,0,1,0,0,0,19,45,0,0,3
20,CZ,9,1,1,0,0,0,1,0,0,1,0,1,0,0,0,19,44,0,0,3
20,CZ,8,1,0,1,0,0,1,0,0,1,0,1,1,0,0,19,47,0,0,3
20,CZ,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19,55,0,0,3
20,CZ,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18,28,0,0,3
20,CZ,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26,48,1,1,3
20,CZ,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,23,1,0,1
20,CZ,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,17,65,0,0,2
20,CZ,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,17,59,0,0,2
20,CZ,9,2,0,1,1,0,1,0,0,1,1,1,0,0,0,18,28,1,0,1
20,CZ,9,1,0,0,0,0,1,0,0,1,1,1,1,0,0,18,53,0,0,3
20,CZ,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,49,0,0,2
20,CZ,8,2,0,0,0,0,1,0,0,1,0,0,0,0,0,18,38,0,1,3
20,CZ,6,2,0,1,1,0,1,0,0,1,1,1,1,0,0,18,51,0,0,3
20,CZ,10,2,0,1,0,0,1,0,0,0,1,0,0,0,0,22,25,0,0,3
20,CZ,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,3
20,CZ,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,16,59,0,0,3
20,CZ,8,1,0,1,1,0,1,0,0,1,0,1,1,0,0,18,42,0,0,1
20,CZ,10,1,1,0,1,0,0,0,0,1,0,0,1,0,0,99,62,0,0,2
20,CZ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,35,0,0,2
20,CZ,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,17,46,0,0,3
20,CZ,9,2,0,1,0,0,1,0,0,1,0,1,0,0,0,26,30,0,0,3
20,CZ,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,18,45,0,0,2
20,CZ,10,1,0,1,1,0,1,0,0,0,0,1,1,0,0,18,62,0,0,3
20,CZ,8,2,0,0,0,0,1,0,0,1,1,0,0,0,0,20,85,0,0,3
20,CZ,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18,51,0,0,2
20,CZ,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,57,1,1,1
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,17,64,0,0,3
20,CZ,7,1,0,0,0,0,1,0,0,0,0,1,1,0,0,18,73,0,0,3
20,CZ,8,1,0,1,0,0,1,0,0,1,0,1,1,0,0,18,52,0,0,2
20,CZ,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20,37,0,0,3
20,CZ,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,23,39,0,0,3
20,CZ,7,2,0,0,0,0,1,0,0,1,0,1,0,0,0,24,29,0,0,2
20,CZ,9,2,1,0,1,0,0,0,0,0,0,1,0,0,0,23,63,0,0,3
20,CZ,7,3,0,0,0,0,1,0,0,0,1,1,0,0,0,19,48,0,0,2
20,CZ,9,2,0,0,0,0,1,1,0,0,0,0,0,0,0,19,47,0,0,3
20,CZ,10,1,0,0,1,0,0,0,0,0,0,1,1,0,0,20,21,0,0,3
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,18,34,0,0,3
20,CZ,9,1,0,0,0,0,0,0,0,1,0,1,1,0,0,20,42,2,0,3
20,CZ,8,1,1,0,1,0,0,0,0,0,0,0,1,0,0,25,67,0,0,3
20,CZ,8,2,0,0,0,0,0,0,0,1,0,1,1,0,0,15,58,0,0,2
20,CZ,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,98,16,0,1,3
20,CZ,7,2,0,1,0,0,0,0,0,1,0,1,1,0,0,19,48,0,0,3
20,CZ,7,2,0,1,0,0,1,0,0,0,0,1,0,0,0,19,45,0,0,3
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,20,51,0,1,2
20,CZ,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,18,63,0,1,3
20,CZ,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,56,0,0,3
20,CZ,7,1,0,1,1,0,0,0,0,1,0,1,1,0,0,19,65,0,0,2
20,CZ,8,1,0,0,1,0,1,0,0,0,0,1,1,0,0,18,28,0,0,1
20,CZ,9,1,0,0,1,0,1,0,0,1,1,1,0,0,0,18,33,2,0,2
20,CZ,10,1,0,0,1,0,0,0,1,1,1,1,1,0,0,20,57,2,0,3
20,CZ,9,1,0,0,1,0,0,0,0,1,1,1,1,0,0,98,17,0,0,2
20,CZ,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,18,55,0,0,3
20,CZ,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,19,31,3,0,3
20,CZ,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,17,35,0,1,3
20,CZ,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,18,62,0,0,2
20,CZ,10,1,0,0,0,0,1,0,0,0,0,1,1,0,0,18,60,0,0,2
20,CZ,10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,18,63,0,0,2
20,CZ,10,3,0,0,0,0,1,0,0,0,0,0,1,0,0,18,27,0,0,1
20,CZ,10,3,0,0,0,0,1,0,0,0,0,1,0,0,0,20,43,0,0,2
20,CZ,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,18,34,0,0,2
20,CZ,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,50,0,0,2
20,CZ,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,51,0,0,3
20,CZ,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,78,0,0,1
20,CZ,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,18,45,0,0,3
20,CZ,6,1,0,0,0,0,0,0,0,1,0,1,1,0,0,22,31,1,0,7
20,CZ,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,15,70,0,0,2
20,CZ,8,1,0,0,0,0,1,0,0,1,0,1,1,0,0,25,32,1,0,2
20,CZ,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,41,2,0,2
20,CZ,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,17,37,1,1,2
20,CZ,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,19,75,0,0,3
20,CZ,5,2,1,0,0,0,1,0,0,0,0,1,0,0,0,19,31,0,0,3
20,CZ,7,2,0,0,0,0,1,0,0,0,0,1,1,0,0,18,52,0,1,3
20,CZ,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,99,64,0,0,3
20,CZ,5,2,0,0,1,0,0,0,0,0,0,1,1,0,0,18,57,0,0,3
20,CZ,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,98,21,0,0,3
20,CZ,8,2,0,1,0,0,0,0,0,0,0,1,1,0,0,98,17,0,0,3
20,CZ,7,1,0,0,1,0,0,0,0,0,0,1,1,0,0,18,46,0,0,2
20,CZ,5,1,1,0,0,0,1,0,0,0,0,1,1,0,0,19,65,0,0,3
20,CZ,7,1,0,0,0,0,1,1,0,0,0,1,1,0,0,19,27,0,0,3
20,CZ,7,3,0,0,0,0,1,1,0,0,0,1,1,0,0,18,27,2,0,1
20,CZ,8,1,0,1,0,0,0,1,0,1,0,1,1,0,0,19,62,0,0,2
20,CZ,6,1,1,0,0,0,0,0,0,0,0,1,1,0,0,18,34,0,2,2
20,CZ,10,1,0,1,0,0,1,0,0,0,0,1,1,0,0,19,24,0,1,3
20,CZ,8,1,1,0,1,0,1,0,0,0,0,1,1,0,0,18,50,1,1,3
20,CZ,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,52,0,1,3
20,CZ,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,19,53,0,0,1
20,CZ,7,2,0,0,0,0,0,0,0,1,0,1,1,0,0,17,48,0,2,3
20,CZ,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,18,46,0,0,3
20,CZ,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,19,24,0,0,1
20,CZ,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,40,1,1,1
20,CZ,8,2,1,0,1,0,1,1,0,0,0,1,1,0,0,25,70,0,0,3
20,CZ,6,2,0,1,0,0,1,0,0,1,0,1,1,0,0,25,25,0,0,3
20,CZ,8,2,0,1,0,0,0,0,0,1,0,1,0,0,0,98,17,0,1,3
20,CZ,8,1,0,0,0,0,1,0,0,0,0,1,1,0,0,19,54,0,0,3
20,CZ,7,2,0,0,0,0,0,0,0,1,0,0,1,0,0,17,58,0,0,3
20,CZ,5,2,0,0,0,0,1,0,0,0,0,1,1,0,0,98,19,0,0,3
20,CZ,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,19,32,1,0,3
20,CZ,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,19,30,0,0,3
20,CZ,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,18,40,0,1,3
20,CZ,10,2,0,0,0,0,0,0,0,1,0,1,1,0,0,18,43,0,1,3
20,CZ,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,19,30,2,0,3
20,CZ,7,1,0,1,1,0,1,0,0,1,1,1,0,0,0,19,64,0,0,3
20,CZ,8,1,1,0,1,0,1,0,0,0,0,1,0,0,0,19,56,0,0,2
20,CZ,10,1,0,1,0,0,0,0,0,1,0,1,0,0,0,15,72,0,0,3
20,CZ,10,1,0,1,0,0,1,0,0,1,0,1,1,0,0,23,39,1,0,3
20,CZ,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,17,66,0,0,3
20,CZ,10,2,0,0,0,0,0,0,0,1,0,1,0,0,0,19,49,0,0,3
20,CZ,10,1,0,1,0,0,0,0,0,1,0,1,1,0,0,18,48,0,0,3
20,CZ,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,17,55,0,0,1
20,CZ,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,25,0,0,2
20,CZ,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,17,42,0,0,2
20,CZ,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,20,30,0,0,2
20,CZ,7,2,0,0,0,0,1,0,0,0,0,1,0,0,0,25,32,0,0,3
20,CZ,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,21,0,0,3
20,CZ,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,17,41,0,0,2
20,CZ,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,21,28,0,0,3
20,CZ,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,21,48,0,0,1
20,CZ,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,19,42,0,0,1
20,CZ,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,19,35,0,0,3
20,CZ,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,50,0,0,3
20,CZ,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,19,28,0,0,2
20,CZ,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,18,72,0,0,2
20,CZ,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,25,44,0,0,3
20,CZ,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,19,61,0,0,3
20,CZ,10,1,0,1,0,0,0,0,0,1,0,1,1,0,0,18,48,0,0,3
20,CZ,10,1,0,0,1,0,0,1,0,0,0,1,0,0,0,19,49,0,0,3
20,CZ,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,19,40,0,0,1
20,CZ,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,62,0,0,1
20,CZ,9,1,0,1,0,0,1,0,0,1,0,1,1,0,0,23,26,0,0,3
20,CZ,6,2,0,0,0,0,0,0,0,0,0,1,1,0,0,19,33,1,0,3
20,CZ,8,2,0,0,0,0,1,0,0,1,1,1,1,0,0,25,66,0,0,2
20,CZ,10,2,0,1,0,0,1,0,0,0,0,1,0,0,0,19,66,0,0,2
20,CZ,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,20,68,0,0,3
20,CZ,10,1,0,0,0,0,1,0,0,1,0,1,1,0,0,18,72,0,0,3
20,CZ,10,1,0,0,0,0,0,0,0,1,0,1,1,0,0,20,49,0,0,3
20,CZ,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,34,1,1,2
20,CZ,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,75,0,0,2
20,CZ,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,20,39,0,0,3
20,CZ,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,15,56,0,0,3
20,CZ,8,1,0,0,0,0,1,0,0,1,0,0,1,0,0,18,63,0,0,2
20,CZ,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,63,0,1,3
20,CZ,5,2,0,0,0,0,0,0,0,1,1,1,1,0,0,18,29,1,0,1
20,CZ,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,67,0,1,3
20,CZ,7,1,1,1,0,0,0,0,0,1,0,1,0,0,0,19,23,0,0,3
20,CZ,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,24,2,0,7
20,CZ,8,2,0,0,0,0,1,0,0,0,0,1,0,0,0,19,27,0,0,3
20,CZ,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,17,50,0,0,2
20,CZ,7,2,1,0,0,0,0,0,0,0,0,1,1,0,0,19,27,1,0,7
20,CZ,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,59,0,0,2
20,CZ,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,53,0,0,2
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,19,37,1,1,3
20,CZ,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,19,39,0,2,2
20,CZ,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0,98,18,0,0,3
20,CZ,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,18,53,0,0,3
20,CZ,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,51,0,0,2
20,CZ,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,47,0,0,2
20,CZ,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,17,37,2,0,3
20,CZ,8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,24,59,0,0,2
20,CZ,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,17,51,0,0,1
20,CZ,8,1,0,0,1,0,0,0,0,1,1,1,1,0,0,18,48,0,1,3
20,CZ,7,2,0,1,0,0,1,0,0,0,1,1,1,0,0,98,16,0,0,3
20,CZ,5,2,0,1,1,0,1,0,0,1,1,1,1,0,0,18,48,0,0,2
20,CZ,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,24,0,0,2
20,CZ,9,1,0,0,1,0,0,0,0,1,0,1,1,0,0,17,41,0,1,2
20,CZ,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,18,43,0,0,3
20,CZ,8,2,0,0,1,0,1,0,0,1,0,1,1,0,0,17,39,1,1,3
20,CZ,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,17,0,0,2
20,CZ,10,2,0,0,0,0,0,0,0,0,0,1,1,0,0,18,61,0,0,3
20,CZ,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,20,22,0,0,3
20,CZ,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,15,66,0,0,3
20,CZ,10,2,0,1,0,0,1,0,0,1,0,0,1,0,0,98,17,0,0,3
20,CZ,5,2,0,1,0,0,0,0,0,0,1,1,1,0,0,22,66,0,0,3
20,CZ,4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,18,69,0,0,3
20,CZ,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,41,0,0,3
20,CZ,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,98,16,0,0,3
20,CZ,9,1,0,0,0,0,0,0,0,1,0,1,1,0,0,25,38,0,0,3
20,CZ,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,17,46,0,0,3
20,CZ,7,2,0,0,0,0,1,0,0,1,0,1,0,0,0,19,43,0,2,3
20,CZ,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,19,74,0,0,3
20,CZ,8,1,0,0,0,0,1,0,0,1,0,0,1,0,0,19,48,0,0,1
20,CZ,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,19,45,0,1,3
20,CZ,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,20,65,0,0,3
20,CZ,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,19,66,0,0,3
20,CZ,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,22,27,0,0,3
20,CZ,7,1,0,1,0,0,1,0,0,0,0,1,0,0,0,18,22,0,0,3
20,CZ,10,2,0,1,1,0,0,0,0,0,1,1,0,0,0,18,70,0,0,2
